sentence,label
They have experienced both historic droughts and the highest rates of sea level rise in the world.,-1
"So the science is clear and irrefutable, and today the Intergovernmental Panel on Climate Change confirmed for the fifth time in 20 years that climate change is real, is happening, and is in large part caused by human activity.",-1
"including now a retraction of a publication from the journal ""Nature",0
""" So even the most data-savvy companies, Amazon and Google, they sometimes get it wrong",-1
"And despite all those failures, data is moving rapidly into real-life decision-making -- into the workplace, law enforcement, medicine",1
So we should better make sure that data is helping,1
"In Texas, what do you need to do to prepare for a temporary order hearing? Hi",1
"I'm Eric Engel, a Dallas divorce lawyer with the Engel Law Group here in the Dallas-Fort Worth metro area",-1
"A temporary order hearing is a hearing in which the court sets the ground rules for who gets what property, what debts get paid, who gets custody of the children, and how much child support - if any - gets paid while the divorce is going through the court system",-2
"In Texas, there are four things you need to do to prepare for your temporary order hearing",1
"One: Texas is a conservative state, so you need to be conservatively dressed",-1
"This means that if you are a man, you should be wearing a suit and you should be cleanly shaven",0
"If you are a woman, you should be wearing a long dress or a professional business suit",1
Two: you need to arrive to court on time,1
You don't want to be late when it comes to deciding whether or not you're going to be able to keep custody of your kids,1
Three: you want to make sure that you're friendly towards the other and you're friendly towards the court staff,-1
"If you're rude to the court staff, this has a way of getting back to the judge who won't take it kindly and may actually make you pay more money or take away custody of your children",1
Four: you want to make sure that you deliver all the papers to the other side into the court in a timely manner,0
Why am I telling you this? I'm telling you this because you've just been served with papers for a temporary order hearing or you're preparing for a temporary order hearing yourself in the state of Texas,1
These are the sort of problems we deal with every day,0
"If you find yourself in this situation, pick up the phone and give us a call",1
just this is going to be kind of a dry paste that is how we want it,1
now take this quails and then apply the masala all out just into the gashes just apply,0
"You know, in the roundtables that I held throughout our district, I heard from family members, law enforcement, and treatment specialists, who are trying to deal with this terrible addiction of opioids, of painkillers, that's gotten out of hand.",0
The legislation that we've put forward that's been approved by the House now really will make a difference in our communities over time.,1
"Good morning Hank, it's Tuesday.",-1
What do I have in common with a Catholic priest?,1
I'd just feel naked without my collar.,-1
"It's Question Tuesday, the day that I answer real question from real Nerdfighter Just the one question today: ""I'm a college freshman, how do I figure out what the hell to do with my life?"" Hank, we get some version of this question almost every day, but to answer the question, I have to begin by disagreeing with it.",-1
"The whole ""what do I do with my life?"" question implies that adulthood is this monolithic creature that like, you acquire your job and your spouse, and then you just ride it out until Time's winged chariot shows up.",1
"I thought this when I was younger too, and it's not our fault, because how does every single happily ever after movie end?",-1
"With finding your one true love and kissing them, occasionally marrying them, at the very latest having a child with them.",1
"95% of romantic stories end with partners committing to each other, because everything after that is just the blank, terrifying morass of adulthood, this monotonous grind in which the only real excitement in your life is occasionally finding a truly ripe avocado at the grocery store.",2
